date,open,high,low,close,volume
2023-04-15,9.11,9.29,8.91,9.2,647557.11
2023-04-16,9.2,9.5,9.05,9.38,610383.39
2023-04-17,9.39,9.42,8.91,9.09,532383.21
2023-04-18,9.08,9.39,8.93,9.19,634472.09
2023-04-19,9.19,9.21,8.07,8.21,909292.66
2023-04-20,8.21,8.31,7.81,7.9,552967.38
2023-04-21,7.9,8.0,7.51,7.66,552689.51
2023-04-22,7.66,7.88,7.57,7.86,284246.62
2023-04-23,7.87,7.89,7.52,7.78,262352.38
2023-04-24,7.78,7.9,7.53,7.73,280366.31
2023-04-25,7.73,7.88,7.44,7.81,328287.14
2023-04-26,7.82,8.08,7.23,7.63,668512.75
2023-04-27,7.63,7.92,7.58,7.81,268013.45
2023-04-28,7.81,7.82,7.6,7.78,268579.05
2023-04-29,7.78,7.88,7.67,7.79,247005.2
2023-04-30,7.78,7.81,7.53,7.55,280283.45
2023-05-01,7.55,7.76,7.35,7.47,962988.54
2023-05-02,7.47,7.68,7.41,7.65,206669.33
2023-05-03,7.65,7.96,7.42,7.84,275909.05
2023-05-04,7.85,7.94,7.69,7.75,283055.62
2023-05-05,7.76,8.0,7.62,7.95,336148.11
2023-05-06,7.95,8.01,7.24,7.36,466360.44
2023-05-07,7.36,7.43,7.21,7.23,398882.53
2023-05-08,7.24,7.28,6.33,6.6,892377.37
2023-05-09,6.59,6.66,6.45,6.61,441324.0
2023-05-10,6.61,7.09,6.5,7.0,1049728.66
2023-05-11,7.0,7.01,6.36,6.47,565275.71
2023-05-12,6.47,6.66,6.19,6.66,631120.5
2023-05-13,6.66,6.66,6.39,6.47,316988.8
2023-05-14,6.47,6.71,6.35,6.65,207126.88
2023-05-15,6.65,6.82,6.52,6.65,432137.18
2023-05-16,6.65,6.73,6.57,6.64,303430.37
2023-05-17,6.65,7.0,6.54,6.92,387748.93
2023-05-18,6.92,6.93,6.6,6.83,361305.62
2023-05-19,6.83,6.9,6.74,6.81,252043.21
2023-05-20,6.81,6.88,6.72,6.8,269029.9
2023-05-21,6.81,6.82,6.57,6.64,157121.09
2023-05-22,6.64,6.77,6.52,6.75,176368.55
2023-05-23,6.75,6.88,6.7,6.74,232677.84
2023-05-24,6.74,6.76,6.4,6.54,403790.95
2023-05-25,6.55,6.6,6.37,6.54,303881.32
2023-05-26,6.54,6.72,6.47,6.68,210821.43
2023-05-27,6.68,6.82,6.66,6.81,191713.67
2023-05-28,6.81,7.1,6.76,7.01,190557.07
2023-05-29,7.01,7.05,6.74,6.8,373533.76
2023-05-30,6.79,7.04,6.73,6.9,310309.01
2023-05-31,6.89,6.94,6.46,6.57,302560.15
2023-06-01,6.58,6.73,6.46,6.66,209189.75
2023-06-02,6.66,6.99,6.6,6.95,241502.46
2023-06-03,6.96,6.96,6.8,6.84,224814.6
2023-06-04,6.85,6.96,6.78,6.85,128063.44
2023-06-05,6.85,6.86,6.07,6.29,627019.82
2023-06-06,6.28,6.54,6.09,6.43,440948.63
2023-06-07,6.44,6.45,6.0,6.14,367001.55
2023-06-08,6.14,6.24,6.01,6.16,353314.82
2023-06-09,6.17,6.29,6.05,6.11,221255.73
2023-06-10,6.11,6.12,4.2,4.92,2188295.02
2023-06-11,4.92,5.12,4.78,5.0,419450.1
2023-06-12,5.01,5.19,4.86,5.14,402647.19
2023-06-13,5.15,5.32,5.06,5.2,402913.77
2023-06-14,5.2,5.29,4.93,5.0,484461.4
2023-06-15,5.01,5.11,4.8,4.98,506450.95
2023-06-16,4.98,5.21,4.91,5.1,262727.37
2023-06-17,5.11,5.29,5.01,5.02,239812.15
2023-06-18,5.03,5.1,4.91,4.94,289841.43
2023-06-19,4.95,4.98,4.81,4.88,317364.89
2023-06-20,4.88,5.16,4.83,5.12,370465.65
2023-06-21,5.13,5.5,5.1,5.42,625110.95
2023-06-22,5.42,5.59,5.14,5.15,695964.92
2023-06-23,5.16,5.47,5.11,5.35,468191.55
2023-06-24,5.35,5.5,5.17,5.38,510141.84
2023-06-25,5.38,5.72,5.37,5.55,688543.74
2023-06-26,5.56,5.59,5.31,5.42,434547.81
2023-06-27,5.43,5.62,5.41,5.5,324231.87
2023-06-28,5.5,5.5,4.94,5.14,417009.59
2023-06-29,5.15,5.33,5.11,5.21,290285.94
2023-06-30,5.22,5.53,4.98,5.49,856424.64
2023-07-01,5.5,5.84,5.38,5.72,703664.36
2023-07-02,5.72,5.88,5.52,5.88,373640.6
2023-07-03,5.89,6.16,5.78,5.87,1023992.01
