date,open,high,low,close,volume
2023-04-15,0.8818,0.8822,0.8461,0.8669,10578452.6
2023-04-16,0.8668,0.885,0.8378,0.8586,14037035.1
2023-04-17,0.8587,0.8596,0.8297,0.8406,11375905.0
2023-04-18,0.8407,0.872,0.822,0.8618,15456516.1
2023-04-19,0.8622,0.8629,0.7468,0.7612,22280484.0
2023-04-20,0.7612,0.7736,0.7159,0.7354,16364582.6
2023-04-21,0.7356,0.754,0.6702,0.6879,15620529.0
2023-04-22,0.6877,0.7467,0.6751,0.7315,10646362.4
2023-04-23,0.7315,0.7323,0.6868,0.7104,10536475.4
2023-04-24,0.7103,0.76,0.6974,0.7342,23460638.9
2023-04-25,0.7345,0.7544,0.7045,0.7465,13454379.7
2023-04-26,0.7465,0.8031,0.7013,0.7327,23631802.7
2023-04-27,0.7327,0.7835,0.7203,0.7425,18610520.8
2023-04-28,0.7425,0.75,0.6988,0.7146,11449581.0
2023-04-29,0.7145,0.7359,0.7086,0.7227,7882814.9
2023-04-30,0.7227,0.7401,0.7123,0.7176,8024769.5
2023-05-01,0.7175,0.727,0.6683,0.6818,10702798.0
2023-05-02,0.6818,0.7735,0.6786,0.755,27174981.1
2023-05-03,0.755,0.8236,0.75,0.8048,61652401.8
2023-05-04,0.8046,0.8277,0.7412,0.7453,20969438.5
2023-05-05,0.7452,0.7641,0.716,0.7258,19787128.0
2023-05-06,0.7253,0.7394,0.6834,0.7,16775561.6
2023-05-07,0.7001,0.7587,0.6894,0.7314,30028084.0
2023-05-08,0.7312,0.8205,0.6985,0.741,101005379.8
2023-05-09,0.7411,0.7411,0.6816,0.6918,44128316.9
2023-05-10,0.6922,0.6943,0.6098,0.6634,53062124.8
2023-05-11,0.6633,0.68,0.608,0.6297,29699930.5
2023-05-12,0.6297,0.6434,0.6003,0.6374,24167875.3
2023-05-13,0.6375,0.6384,0.6179,0.6225,13520664.0
2023-05-14,0.6225,0.6451,0.6104,0.6291,10184779.8
2023-05-15,0.6291,0.6517,0.6132,0.6334,14108859.3
2023-05-16,0.6333,0.6496,0.6225,0.6378,10860750.6
2023-05-17,0.638,0.6699,0.627,0.6615,17313307.3
2023-05-18,0.6616,0.6795,0.6353,0.6674,13904220.6
2023-05-19,0.6673,0.6678,0.6477,0.6653,11200191.7
2023-05-20,0.6655,0.681,0.6566,0.671,8996330.5
2023-05-21,0.6713,0.6729,0.6369,0.639,6484933.0
2023-05-22,0.639,0.6398,0.6227,0.6297,7337414.5
2023-05-23,0.6299,0.6582,0.6298,0.6361,16648328.6
2023-05-24,0.636,0.6362,0.5821,0.5912,10478068.0
2023-05-25,0.5911,0.5943,0.5741,0.5827,8287182.4
2023-05-26,0.5826,0.6113,0.5819,0.6022,11329080.9
2023-05-27,0.6025,0.6089,0.5984,0.6073,4606303.2
2023-05-28,0.6074,0.634,0.6031,0.6307,6200572.1
2023-05-29,0.6308,0.6526,0.6247,0.6326,10782041.4
2023-05-30,0.6328,0.6409,0.6187,0.6256,7070379.1
2023-05-31,0.6257,0.6288,0.5885,0.5998,5459176.5
2023-06-01,0.6001,0.6077,0.5922,0.5975,3441566.2
2023-06-02,0.5975,0.6155,0.5902,0.6142,4740231.5
2023-06-03,0.6139,0.6217,0.6074,0.6157,3686883.9
2023-06-04,0.6158,0.6237,0.6116,0.6141,3343919.8
2023-06-05,0.6138,0.6139,0.5313,0.544,15251180.1
2023-06-06,0.544,0.5986,0.5265,0.5891,25336444.3
2023-06-07,0.589,0.6666,0.5864,0.6443,72294472.3
2023-06-08,0.6443,0.6795,0.6169,0.6295,45009264.5
2023-06-09,0.6295,0.6546,0.613,0.6216,16007816.7
2023-06-10,0.6215,0.6258,0.4371,0.5514,42824131.3
2023-06-11,0.5515,0.5563,0.5179,0.5358,11725965.4
2023-06-12,0.5359,0.5365,0.5035,0.5181,13090557.5
2023-06-13,0.5181,0.5437,0.5047,0.514,12314119.7
2023-06-14,0.5139,0.5285,0.4754,0.4886,13174337.1
2023-06-15,0.4886,0.5475,0.4679,0.5399,21182451.6
2023-06-16,0.5398,0.5695,0.5252,0.5504,23948544.2
2023-06-17,0.5505,0.59,0.5476,0.5626,11830589.3
2023-06-18,0.5626,0.5784,0.543,0.5551,9044939.5
2023-06-19,0.555,0.6077,0.5545,0.5933,15858994.1
2023-06-20,0.5934,0.7655,0.5901,0.7491,59314289.2
2023-06-21,0.7492,0.8779,0.7263,0.8189,67012108.6
2023-06-22,0.8189,0.8829,0.7704,0.7746,49438262.7
2023-06-23,0.7747,0.8384,0.743,0.7658,50107845.8
2023-06-24,0.7659,0.7672,0.7111,0.7357,26412401.0
2023-06-25,0.7358,0.7578,0.7129,0.7296,20930130.6
2023-06-26,0.7298,0.7871,0.7138,0.7329,33503809.8
2023-06-27,0.7331,0.7402,0.6988,0.7122,20066326.8
2023-06-28,0.7124,0.7126,0.6605,0.6851,22890437.3
2023-06-29,0.6856,0.7293,0.6804,0.6847,29360161.5
2023-06-30,0.6845,0.7238,0.6278,0.6914,35789524.9
2023-07-01,0.6913,0.7055,0.67,0.6998,12790020.7
2023-07-02,0.6994,0.712,0.6727,0.6987,12701984.5
2023-07-03,0.6991,0.755,0.6967,0.7434,31158051.3
2023-07-04,0.7433,0.7532,0.688,0.6932,22213679.4
2023-07-05,0.693,0.7007,0.6565,0.6714,16238216.2
2023-07-06,0.6714,0.7003,0.641,0.644,22403854.1
2023-07-07,0.6438,0.6575,0.6362,0.6515,13726250.6
2023-07-08,0.6515,0.657,0.6344,0.6439,6900964.6
2023-07-09,0.6439,0.6518,0.6366,0.6386,6200900.9
2023-07-10,0.6387,0.6532,0.6133,0.6393,11682727.7
2023-07-11,0.6394,0.6683,0.6313,0.6562,15207343.0
2023-07-12,0.6565,0.6967,0.6554,0.6693,19472121.5
2023-07-13,0.6692,0.6975,0.6497,0.6846,28771300.4
2023-07-14,0.6846,0.7103,0.6332,0.6499,28471426.4
2023-07-15,0.6498,0.6576,0.6388,0.6467,8371924.8
2023-07-16,0.6466,0.6489,0.6234,0.6309,8389909.9
2023-07-17,0.6305,0.6447,0.6123,0.6377,11409273.4
2023-07-18,0.6377,0.6651,0.6162,0.6332,13883328.1
2023-07-19,0.6331,0.6446,0.6254,0.6282,7307907.3
2023-07-20,0.6285,0.6432,0.6145,0.6231,9021313.5
